Objective,Trial-ID,acc,batch_size,decay,dropout_embedding,dropout_lstm,embedding_regularizer,hidden_dim,kernel_regularizer,loss,lr,max_features,recurrent_regularizer,rho,test_acc,val_loss
0.829104714601288,1,0.8397946132252387,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4046699971872812,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8363199944496155,0.4184143080194881
0.8314479592833584,2,0.8393965871081461,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4044481524751314,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8330399944114685,0.4154225104399936
0.8266806681366528,3,0.8375656688394602,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4077498905676231,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8380799948120117,0.4263802412391653
0.8287007066324286,4,0.8415857288340554,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4035684302819323,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8379999945831299,0.4265151693995587
0.8255494462149175,5,0.8393169822201876,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.40647601968846186,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8383199941635132,0.4216181138589372
0.8309631498016383,6,0.842262372988991,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.3981422943049291,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8379999944496155,0.4147518911394733
0.8305591418327789,7,0.8389587595933108,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4037016815316277,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8364799949741364,0.419699803188578
0.8271654775846597,8,0.8373268529134578,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4067784584056342,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8380799946117401,0.4223112864040546
0.8312055541379421,9,0.8370482352741812,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4077611403618957,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8371999942970276,0.4175785720618063
0.8292663170876007,10,0.8404314542885248,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4049158750466387,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8395199947261809,0.4182287668598588
0.8284583016892904,11,0.8376452741093781,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4043218347166416,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8387999946022033,0.4176609700722662
0.8302359361184668,12,0.8394363899672986,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.40131930835679097,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8380799943447113,0.4162614086718716
0.8259534536443685,13,0.8382025098695324,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4059586214129095,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8394399943637848,0.42269733895408623
0.8280542936530049,14,0.8427002009854273,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.3985235874500032,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.836879994649887,0.4179486881065018
0.8289431109013061,15,0.8378442869935516,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4049769955245511,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8371199939346313,0.4212163336305327
0.8284583018915685,16,0.8380432994293381,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4084757611498324,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8350399946594238,0.4217443833658598
0.8290239128861492,17,0.8389985617217584,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.40701739076401017,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8367999948215484,0.41809155237418494
0.8296703253935904,18,0.8378044841842199,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.40527923798873305,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8359999944019317,0.4221891503427093
0.8256302473906478,19,0.8395557970833464,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.406691117264073,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8334399956893921,0.4239752298701403
0.8282966990006995,20,0.8353367249376549,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4121174354487554,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8361599941253662,0.4203411725884919
0.8282966988658473,21,0.8416653340707594,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4029679040779944,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8378399946594238,0.419785410890617
0.8301551346730323,22,0.8383617197284842,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4063212362080552,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8368799943828583,0.4284025601267275
0.8284583015544382,23,0.8356153431059808,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4105184735382433,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8391199943161011,0.4172895601550243
0.8294279209224347,24,0.8337844234280782,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.4114361436403855,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8370399942398071,0.4199527467335511
0.831447959890193,25,0.8406702697495332,14,7.320036409230871e-08,0.4560922378087091,0.3634997654454665,1.8329246767766977e-07,105,0.0013736917119234625,0.3998343103918618,0.0012609698109647435,20699,0.0008753995771228925,0.8501815294791437,0.8367199946594238,0.4172593986286837
0.8316903633499577,26,0.8395557982932799,10,1.9468665687913414e-08,0.2379608060586931,0.02477911543259782,2.2947523029991103e-12,279,0.029686324750746538,0.3990453403568243,0.0009907810410899412,33992,3.1262644186696275e-05,0.9203713846811292,0.8401599951267242,0.4080775832190253
0.8308823479323828,27,0.7219391815255229,10,1.9468665687913414e-08,0.2379608060586931,0.02477911543259782,2.2947523029991103e-12,279,0.029686324750746538,0.6163793653439534,0.0009907810410899412,33992,3.1262644186696275e-05,0.9203713846811292,0.8367199952363968,0.4141318196468127
0.8321751720755426,28,0.7167648463294235,10,1.9468665687913414e-08,0.2379608060586931,0.02477911543259782,2.2947523029991103e-12,279,0.029686324750746538,0.6161705098578864,0.0009907810410899412,33992,3.1262644186696275e-05,0.9203713846811292,0.8343199949026108,0.4077899230508051
0.8295087218718059,29,0.8364511976939936,10,1.9468665687913414e-08,0.2379608060586931,0.02477911543259782,2.2947523029991103e-12,279,0.029686324750746538,0.4018790526856778,0.0009907810410899412,33992,3.1262644186696275e-05,0.9203713846811292,0.8396799948453904,0.4116862242121512
0.8300743332035171,30,0.8388393514262815,10,1.9468665687913414e-08,0.2379608060586931,0.02477911543259782,2.2947523029991103e-12,279,0.029686324750746538,0.39753134759008657,0.0009907810410899412,33992,3.1262644186696275e-05,0.9203713846811292,0.8339999949932099,0.4136300646479024
