mean_reward,convergence_episode,last_mean_reward,evals
178.76047904191617,154.0,235.84,190
173.04046242774567,141.0,226.64,190
195.87581699346404,106.0,243.78,190
147.49261083743843,188.0,201.04,190
197.4503311258278,121.0,255.37,190
152.3469387755102,,165.94,190
191.0,132.0,248.24,190
196.30263157894737,116.0,248.3,190
180.10365853658536,153.0,230.49,190
172.6918604651163,150.0,254.9,190
168.99435028248587,158.0,220.75,190
156.82105263157894,172.0,234.05,190
238.2,104.0,282.71,190
189.14556962025316,128.0,248.56,190
207.07638888888889,99.0,261.2,190
159.30107526881721,171.0,231.48,190
126.48101265822785,125.0,85.73,190
181.27439024390245,147.0,232.56,190
202.87671232876713,99.0,243.26,190
136.4816513761468,,156.12,190
205.86805555555554,106.0,245.96,190
182.85185185185185,151.0,223.12,190
183.11042944785277,112.0,211.13,190
193.8562091503268,118.0,234.82,190
161.15135135135134,179.0,213.42,190
