mean_reward,convergence_episode,last_mean_reward,evals
127.68669527896996,,166.32,246
85.96551724137932,,71.94,246
207.20833333333334,112.0,248.82,246
198.5704697986577,99.0,234.05,246
157.48677248677248,108.0,149.35,246
123.36401673640168,238.0,198.8,246
148.50251256281408,186.0,221.75,246
152.52849740932643,161.0,173.78,246
151.53807106598984,172.0,196.7,246
111.05576208178438,,160.87,246
143.66346153846155,,160.58,246
146.7810945273632,,154.23,246
214.86131386861314,114.0,263.6,246
183.51552795031057,143.0,264.29,246
238.93548387096774,99.0,288.76,246
127.77922077922078,,112.86,246
161.6810810810811,151.0,221.93,246
149.63316582914572,174.0,192.67,246
166.0388888888889,,149.1,246
146.0392156862745,,153.28,246
190.55414012738854,99.0,218.99,246
179.28313253012047,147.0,213.2,246
137.65581395348838,,155.14,246
164.6927374301676,171.0,215.91,246
162.67032967032966,169.0,242.28,246
