mean_reward,convergence_episode,last_mean_reward,evals
192.0258064516129,127,266.2,190
231.9765625,99,288.74,190
258.7456140350877,99,291.71,190
198.77702702702703,99,242.55,190
209.92253521126761,116,269.9,190
254.74358974358975,99,293.78,190
217.27407407407406,101,262.92,190
185.90625,134,242.83,190
193.55921052631578,104,201.43,190
219.21641791044777,114,273.76,190
196.42666666666668,129,261.08,190
209.85211267605635,113,272.4,190
203.06164383561645,120,244.87,190
240.11290322580646,102,290.69,190
220.53383458646616,103,282.61,190
234.14285714285714,105,287.05,190
177.96987951807228,142,221.53,190
258.8157894736842,99,292.12,190
234.84920634920636,105,289.11,190
252.04273504273505,99,290.2,190
236.04,100,288.64,190
175.91071428571428,138,238.54,190
240.0241935483871,101,288.53,190
189.58333333333334,131,249.68,190
226.62307692307692,109,285.94,190
