mean_reward,convergence_episode,last_mean_reward,evals
101.50508474576272,,132.66,190
75.14683544303797,,97.2,190
84.71794871794872,,117.89,190
99.63455149501661,,106.89,190
56.624761904761904,,94.72,190
305.55670103092785,,,190
79.51989389920425,,109.49,190
160.50537634408602,151.0,219.37,190
172.19540229885058,164.0,228.67,190
150.98984771573603,,173.06,190
116.79607843137255,,160.59,190
75.8527918781726,,133.28,190
98.26315789473684,,131.13,190
140.82159624413146,175.0,232.09,190
80.42204301075269,,124.06,190
75.56598984771574,,68.49,190
158.70212765957447,143.0,189.97,190
84.62711864406779,,62.74,190
20.29296346414073,,9.27,190
116.70038910505836,,133.67,190
59.634194831013914,,81.99,190
167.9438202247191,169.0,225.96,190
207.65734265734267,115.0,274.88,190
31.211238293444328,,9.23,190
60.464646464646464,,122.46,190
