mean_reward,convergence_episode,last_mean_reward,evals
198.9798657718121,104,269.88,190
189.77564102564102,118,272.28,190
159.63101604278074,178,225.91,190
209.30281690140845,123,273.23,190
203.36301369863014,121,282.35,190
214.7007299270073,117,276.44,190
227.95419847328245,110,287.22,190
194.5751633986928,123,281.64,190
186.83647798742138,138,272.98,190
202.2721088435374,121,278.23,190
193.24025974025975,134,286.79,190
184.2625,144,246.27,190
207.92957746478874,113,276.7,190
188.03164556962025,140,264.75,190
234.91338582677164,106,290.23,190
192.25974025974025,117,275.28,190
201.89115646258503,121,282.2,190
186.59748427672955,137,258.26,190
195.09150326797385,127,277.3,190
223.31578947368422,113,289.17,190
194.35294117647058,121,267.85,190
196.56291390728478,114,264.42,190
201.08163265306123,121,274.2,190
188.60759493670886,134,280.85,190
195.82894736842104,125,286.46,190
