mean_reward,convergence_episode,last_mean_reward,evals
98.99,297.0,208.79,190
282.8095238095238,99.0,295.96,190
128.25652173913045,,111.4,190
284.73333333333335,99.0,298.14,190
212.79856115107913,120.0,270.08,190
235.976,104.0,263.62,190
203.8206896551724,99.0,260.71,190
158.8031914893617,125.0,197.73,190
133.18018018018017,,150.87,190
115.33846153846154,153.0,60.77,190
164.2596685082873,153.0,245.82,190
20.949650349650348,,56.09,190
127.24255319148936,,95.02,190
164.9832402234637,,183.25,190
186.72151898734177,112.0,241.01,190
122.1188524590164,,77.03,190
210.66901408450704,106.0,252.91,190
171.20231213872833,166.0,207.82,190
181.7439024390244,150.0,216.1,190
98.45695364238411,,124.36,190
192.8,112.0,239.19,190
80.6,,112.23,190
135.00452488687782,,165.58,190
147.84,,165.85,190
103.89236111111111,,55.37,190
