mean_reward,convergence_episode,last_mean_reward,evals
11.658375437232802,,9.25,190
9.94759535655058,,9.32,190
99.97666666666667,,84.39,190
197.96,119.0,258.21,190
144.4830917874396,193.0,251.94,190
23.000766871165645,,9.41,190
95.3929712460064,,120.74,190
9.466077627011675,,9.15,190
9.368519675202998,,9.41,190
118.73412698412699,251.0,196.91,190
107.25631768953069,,111.54,190
64.1025641025641,,45.18,190
54.51094890510949,,61.03,190
104.13888888888889,,189.38,190
128.67381974248926,,155.81,190
18.617628801986346,,9.36,190
337.27272727272725,,,190
77.00257069408741,,23.24,190
72.1207729468599,,64.6,190
104.98239436619718,,178.33,190
9.372071227741332,,9.44,190
83.71348314606742,,186.22,190
67.34831460674157,,91.7,190
70.02810304449649,,88.26,190
140.4857142857143,198.0,233.69,190
