mean_reward,convergence_episode,last_mean_reward,evals
237.91129032258064,99,276.16,165
243.09016393442624,101,289.67,165
194.54545454545453,140,248.58,165
243.9016393442623,101,288.63,165
274.92660550458714,99,297.64,165
190.92948717948718,138,254.38,165
197.1,134,248.0,165
271.5272727272727,99,293.79,165
211.82857142857142,121,261.84,165
254.56034482758622,99,288.96,165
196.01315789473685,137,252.92,165
224.70676691729324,110,277.31,165
245.63636363636363,99,287.23,165
157.07368421052632,109,197.65,165
223.203007518797,113,287.09,165
204.13793103448276,126,268.61,165
250.3109243697479,99,288.68,165
228.0,109,269.23,165
199.78,131,277.2,165
216.92753623188406,118,286.03,165
201.60135135135135,131,257.25,165
183.3664596273292,144,232.2,165
228.74045801526717,99,275.47,165
235.38888888888889,105,282.21,165
220.13432835820896,115,270.92,165
