mean_reward,convergence_episode,last_mean_reward,evals
153.7591623036649,169.0,202.63,165
225.74615384615385,99.0,282.88,165
236.03252032520325,99.0,285.51,165
241.5,99.0,286.34,165
178.10365853658536,128.0,244.7,165
202.95833333333334,103.0,276.59,165
162.88202247191012,177.0,196.29,165
172.8639053254438,120.0,256.65,165
206.4113475177305,116.0,278.27,165
192.7171052631579,120.0,260.95,165
217.15555555555557,111.0,282.84,165
222.49242424242425,99.0,283.48,165
228.640625,103.0,287.0,165
192.79470198675497,124.0,270.89,165
246.6864406779661,99.0,286.49,165
219.33834586466165,102.0,283.44,165
110.76136363636364,,80.63,165
167.52023121387282,129.0,238.39,165
233.712,99.0,284.92,165
138.57142857142858,,138.55,165
188.49032258064517,123.0,248.5,165
239.9090909090909,99.0,286.03,165
184.31210191082803,125.0,244.12,165
198.013698630137,123.0,274.51,165
175.76506024096386,135.0,223.1,165
