mean_reward,convergence_episode,last_mean_reward,evals
207.77777777777777,99.0,272.36,186
199.97333333333333,99.0,276.33,186
205.86111111111111,99.0,278.71,186
228.87692307692308,108.0,291.23,186
239.16,99.0,286.02,186
228.18320610687022,110.0,288.97,186
152.28426395939087,103.0,135.28,186
241.46774193548387,99.0,287.01,186
195.75816993464053,134.0,276.55,186
228.73643410852713,109.0,283.91,186
104.96113074204948,279.0,206.74,186
104.25352112676056,,187.05,186
143.40776699029126,189.0,255.37,186
163.8415300546448,164.0,278.6,186
241.34146341463415,102.0,288.69,186
242.5121951219512,102.0,294.39,186
170.35227272727272,99.0,183.02,186
222.2406015037594,113.0,287.89,186
197.0,130.0,285.75,186
109.37362637362638,125.0,41.88,186
241.6260162601626,99.0,292.3,186
167.70056497175142,157.0,269.3,186
38.75710594315245,202.0,9.38,186
158.4095744680851,165.0,266.51,186
214.94202898550725,115.0,280.75,186
