mse,mse_test,evals
9.457147807048573,10.153238334053386,141
10.72390030439142,8.83049108257626,141
9.317593269607778,8.555269973990468,141
10.24484736987112,8.002884757818219,141
9.66089960798538,10.089893300785397,141
11.045749560230938,9.37342923184484,141
9.785147382195717,9.889429940609492,141
8.94750660829722,8.737612960633562,141
9.716883483906159,9.476772399027116,141
9.223034948330886,9.344829168301434,141
10.039953041079363,9.659811464983395,141
8.986867812877163,9.34685192487222,141
9.695844412437353,9.147101300911286,141
11.723108420848158,9.024694927743692,141
9.850727348246359,9.565500972832268,141
9.808696516108135,10.321422695089305,141
11.624334703866278,9.702232305915876,141
9.183030904239436,9.189849595284256,141
11.058953826289834,10.06336477957421,141
10.43019763457127,9.773700436746827,141
10.179003588751378,8.998074258417965,141
10.254946668108483,10.505113988429825,141
11.116735822638027,10.090645128635298,141
9.808795768678987,9.61286517698945,141
10.090190867302583,8.9461594077966,141
