mse,mse_test,evals
7.9860077724884375,9.509420717684696,160
7.9511860294160535,9.828413504243455,160
8.385637184314021,9.960011820372602,160
10.29193685519466,10.119420110595978,160
8.581670449821836,10.064059694379154,160
9.516295465149451,9.076259431549712,160
7.871696399228732,8.76083648578625,160
8.91296472283346,9.581590174608404,160
9.080910030921547,9.055149984555172,160
9.039845372647909,10.35578044267394,160
8.322717733672594,9.673184343493887,160
9.432902929665868,9.16798247296977,160
8.06489494675275,9.424161596927073,160
8.384484573779622,9.921429610792277,160
9.02803150739579,9.67277127404211,160
8.976279999026062,9.694577564672192,160
9.451439757979509,9.264218051452277,160
8.264827533240048,9.521605677433772,160
7.58842724723336,9.358551283879576,160
8.263058159563096,9.586785199013939,160
9.421542727014522,9.870110841073165,160
9.047485010165378,9.455303386827381,160
9.50562361418442,9.480018989789661,160
8.85230828430461,9.193579252215164,160
9.251951692887983,9.966072954771652,160
