mse,mse_test,evals
8.838493057238141,9.816719607339161,160
9.136697661662536,9.484824998049065,160
8.836529593431935,9.664352817920996,160
8.776854446753596,9.76322032802729,160
8.929131603064505,9.727199934687473,160
9.006936301252068,9.496059625091586,160
8.754474308737128,9.783330448302504,160
8.73239851686281,9.724373930552074,160
9.031402633771135,9.908412221437729,160
9.017284153650314,9.757260636396802,160
9.09717579410877,9.823315031448882,160
9.318769033612677,9.862087195119944,160
8.974907324329148,9.5253975595919,160
9.369769589401262,9.848741341047534,160
8.935890246293358,9.588266000329195,160
9.321174139602567,9.691628846800311,160
9.496394302916219,9.875239611860275,160
9.49169064816684,9.835737981353722,160
9.019403250509555,9.850540414785673,160
9.3150398595903,9.672161029838497,160
9.620069773815889,9.587966506898866,160
9.24919151407442,9.817491900005523,160
9.276821564661716,10.000771649963916,160
9.47176521981736,9.849070356526136,160
9.250185674780873,9.689608772564076,160
