mse,mse_test,evals
9.07337461555946,8.533240428584088,150
9.232508612344688,9.80651098153632,150
8.415939169048643,9.848171094296852,150
9.219939639698119,8.74861810241789,150
8.482403229439004,9.526628544491166,150
8.936918805189201,9.101861439347719,150
8.490333125343453,8.857216440160652,150
9.437497564155471,9.572581344318289,150
8.753509053082109,8.94638437610734,150
8.807934755756085,9.068611639856806,150
8.924450915977966,9.203676992911394,150
9.74817418863102,9.4150147255447,150
8.852009253691207,10.391147780906685,150
9.02283313491805,9.129896072731796,150
9.319721757557753,9.206383793098814,150
8.911125818133451,7.906090643568335,150
8.896941414762091,9.067579404869297,150
8.343076472956321,10.216545037768775,150
9.274678481535233,9.635429617104187,150
8.220473014791445,9.154173231060028,150
9.026824016054565,10.104653496385009,150
8.733316825219964,9.555590184945379,150
8.999704140376242,9.700883487124916,150
8.406964927961182,9.132905051477405,150
8.244418459804383,9.465766786048746,150
