mse,mse_test,evals
10.83923972128597,10.025559851073522,180
8.688932147104662,9.437721892243434,180
8.229004087224261,9.977495199984824,180
10.120513380756321,9.690901913014256,180
7.638208379455095,9.937490561175093,180
9.006806293942814,10.187224150720617,180
8.984775811087005,9.514410742680498,180
10.068202821568518,9.204547592921038,180
7.891997210213624,9.163042711332666,180
9.839198905337202,9.470627885635876,180
8.26874408605288,9.471604372862261,180
7.577693394614372,9.367410695662347,180
9.141967686219063,9.702214787718892,180
9.125149224675074,10.193842755088362,180
9.522864701040248,10.935320639005639,180
9.007285465747048,8.951374221935682,180
9.933946828517088,10.40244585699458,180
8.08978570395089,9.12258215873735,180
10.437181142596149,9.5146814235508,180
8.906759974277026,9.483605309626647,180
8.09307614048005,9.328015686866372,180
9.798427455420835,9.526711810422642,180
8.278945665088282,9.636583119780017,180
9.022272634928473,9.468288480238687,180
9.75845486203126,9.679169504925415,180
