mse,mse_test,evals
8.16483371531501,10.157524388981397,160
8.696828289627868,9.814160757240415,160
8.242744432883857,10.282761496844396,160
8.883436535697156,9.665635897414466,160
8.23386797284187,9.698251944482037,160
8.927978290490122,10.471815519614472,160
8.867688392323684,10.2827899461731,160
9.066227412884006,9.878988026129637,160
8.17804636944249,9.802072294760936,160
8.056409887121527,8.882452152419075,160
9.272529830581416,9.800013677134169,160
9.45560549261048,9.89795081489615,160
8.50786642853003,9.59033598826741,160
9.897490160298346,9.953635854901876,160
8.559681636655906,9.441703260378853,160
8.061914548216366,9.59994393141964,160
7.967732705382955,8.747515949447608,160
9.133867491170225,9.932138721345625,160
8.637655324039729,9.69888812617473,160
8.09229810942978,9.63465842542409,160
9.031616528183914,10.457755175122424,160
9.298697641166777,10.102749678810204,160
11.05593329087278,10.841292239660726,160
8.323702404750897,9.913876778521164,160
8.366401252400314,9.960280698573637,160
