mse,mse_test,evals
8.539085189713276,10.089021797583518,160
8.800937005968775,10.168354632437726,160
8.576896714984022,10.331662348917314,160
8.120303138030325,10.069116292087015,160
8.570093731915222,10.258405151969322,160
8.718823131664408,10.284562352759957,160
8.484775704863754,10.21641299170716,160
9.020821114063628,10.552750895605975,160
8.79751537491135,10.225170839367742,160
8.871427253997524,10.216384988473324,160
8.61866404886385,10.296579580031308,160
8.567874618804213,10.120784315322421,160
8.486246553047245,10.293030476460768,160
8.89628410827037,10.114900459333724,160
8.948783803550128,10.33620910784221,160
8.779420369195037,10.095727916378355,160
8.657680154922195,10.164334262553227,160
8.584437814214311,10.155434747714665,160
8.809765547534113,10.217777809584952,160
9.135739263062328,10.510331212012893,160
9.017697349682699,10.421867446170586,160
8.833556607605985,10.323746370482992,160
8.636519949007772,10.279749775330856,160
8.702785173940939,10.441179823460956,160
8.899343151230726,10.360314795149128,160
