mse,mse_test,evals
8.785173827384801,9.610810518443856,160
9.316741236734025,9.262393471064179,160
8.805658117857663,9.315246574542403,160
8.53009493823715,8.940658802135149,160
8.559432561105037,9.335305769950372,160
8.865802460579415,10.30368589992064,160
9.859003034656514,9.765315853693643,160
8.085520016840572,9.440439067656236,160
9.244282051734743,9.967888331202568,160
8.744712963124448,9.0233227869517,160
10.6522589782895,10.252348146133746,160
8.680120077215994,8.727588598321349,160
8.88656875172003,9.718474122662002,160
8.583638635193514,9.738553484930673,160
11.38691072772702,8.857301538301568,160
9.184387352604881,9.411743650693325,160
9.356340634746429,9.116464393055775,160
9.874268540574619,9.376843974000758,160
8.449131258797193,8.985768747251754,160
9.866214915242296,10.496498317776204,160
9.640550647813809,10.154975607295295,160
7.952185796656295,9.973745629221549,160
10.440124489695352,8.951038384508513,160
7.825312533288351,10.025174693279087,160
10.889165092139816,9.535494133467436,160
