mse,mse_test,evals
7.542342032810196,9.158899796363245,160
8.017512412249713,9.531803292694775,160
8.51617987421326,9.760129130797477,160
9.750548258505209,10.225058648460198,160
7.45609765900863,9.134481682559267,160
8.450712515986355,9.38140067387016,160
9.80763638104817,9.65456803051247,160
8.942580947442824,9.46855583584581,160
10.591588930427097,9.823284855893343,160
8.265549552191645,9.960153301093298,160
8.42826673617466,9.333479414717004,160
10.379826492545583,9.271618985314536,160
8.246157344918466,9.239606084278117,160
8.771288857320915,9.361021993472217,160
8.563536146724053,10.353499895069653,160
9.27876221765955,9.611638340822836,160
8.512204876900656,9.250823672242,160
8.077800716800468,9.67026680285862,160
9.440114256524216,9.33423327231057,160
7.858485367594842,9.661029673490336,160
7.533344491258153,9.410374640171403,160
9.139659854292915,9.800801090613685,160
8.26104853324296,10.151992434633225,160
8.888911396091544,8.518845463557874,160
8.768208110673557,10.093146788159043,160
