mse,mse_test,evals
8.566471297468963,9.40551876244898,160
8.212762998202061,9.27427543586432,160
8.530444988512196,9.410923577316497,160
8.559877721800921,9.367480084956593,160
8.75915305793903,9.266336291062817,160
8.58152467680998,9.063805256219386,160
8.600177035927022,9.400467159334498,160
8.813907215724587,9.328460675802482,160
8.735851121586167,8.909529839739648,160
8.398848160445572,9.24389824963582,160
8.423333263128505,9.423134346854498,160
8.331503961621072,9.256559464132463,160
8.376249937617844,9.354238839784141,160
8.310700860930147,9.27664561181389,160
8.496959498229042,9.311098864425071,160
8.49010371503875,9.422410991857005,160
8.550205327884871,9.62588189565975,160
9.02563809489906,9.739568506131816,160
8.325645001376282,9.321635558443507,160
8.768215681533846,9.661959322841717,160
8.253365165908201,9.305123028843944,160
8.510538819218395,9.224144240748688,160
8.32180591496365,9.1198589468185,160
8.375981814549514,9.186454799003585,160
8.546715090918164,9.295962176955966,160
