mse,mse_test,evals
10.553554344065372,9.36984238992758,160
10.770432251544994,10.063310128813965,160
10.923481592679908,9.259712991523722,160
8.500387688069875,9.423688077817069,160
8.013293281174807,8.953390991389366,160
9.145045039706515,10.754620925716466,160
9.929563837490505,8.712527209186662,160
9.048762329597766,9.728039590967024,160
8.576395146480339,9.686580075351708,160
9.758311738703277,9.948167111885578,160
9.415995742900034,9.343130172895767,160
9.520561837217606,8.858658322967983,160
9.49705415085891,9.963359726849324,160
8.99644445467859,9.561886126657877,160
10.028330309135024,9.387146861905148,160
9.267025226016058,9.089900844432957,160
9.44736551968758,9.729910154024994,160
10.539347123563813,10.993235265059138,160
7.596367669870095,9.117996014407325,160
10.12740152344535,8.589455584863925,160
8.677802878656559,8.58597656257721,160
10.280139801609495,10.299486642983213,160
8.160353501876365,9.606710605808695,160
8.13413284324589,9.35752616795706,160
8.646247384776268,9.235841579387168,160
