mse,mse_test,evals
9.300048844510789,9.83390427626463,160
9.426427981980373,9.777167773738126,160
9.595534249021457,9.832280264782492,160
9.328791189707442,9.568879652389173,160
9.406048155162,9.864048114917862,160
9.525157775976387,9.855175952932452,160
9.246291930091669,9.837477954166705,160
9.315172313841014,9.826599215037504,160
9.509454237892461,9.753122083215358,160
9.146435731047573,9.882373666713402,160
9.394433189380422,9.750078710848722,160
9.220961686098542,9.827772282538653,160
9.376957368394,9.965799629647218,160
9.38837415981488,9.968399557178492,160
9.194943023579075,9.844856944001327,160
9.47672522536321,9.974845108161908,160
9.116443594545188,9.94769149839758,160
9.243984707630936,9.95887639860668,160
9.110751300459013,9.832005926324225,160
9.262040182779524,9.920184800597564,160
9.501430070850905,9.801431662701765,160
9.365587753283524,9.9548349265953,160
9.29907717327077,9.870976855964376,160
9.234701989380094,9.85132954720729,160
9.22693594525207,9.900221513347814,160
