mse,mse_test,evals
9.503190195517655,9.766895861274968,126
8.476490661127661,10.327384245303682,126
7.796223889576111,8.918899379708085,126
9.276085286163688,8.865599447780266,126
8.455464477497216,9.523579751274678,126
7.742928751820297,9.477429213423283,126
8.965905397138547,10.034393618304312,126
8.304061461153848,10.245118797007596,126
9.035152559900943,10.136105286190727,126
9.278335065318068,10.489008897925606,126
8.233373870789565,9.337948697140813,126
8.907306385716138,10.440210655338644,126
7.602339159081441,9.098427834516855,126
9.077674395706753,9.806232653694455,126
10.236076229003336,10.21095245654281,126
8.712769502824539,10.300088771974671,126
10.07078761356357,10.071613601493798,126
9.040908851827554,9.638531607103257,126
9.65141125181365,8.990344690539155,126
9.557006636116443,9.53042336206096,126
8.181473446006967,8.922386530156462,126
7.67868340042322,8.99813017695174,126
7.553258902137428,9.53753592565245,126
10.008648464994042,10.150423406848857,126
9.650360567221766,10.777715624648476,126
