mse,mse_test,evals
8.970524068951338,9.218159933445072,160
10.250728124283157,9.388433501185332,160
8.866554440791147,9.593911751442889,160
10.174494420572946,9.765456357039863,160
8.329333120055166,10.332086276849314,160
9.567249548172185,9.31762116839052,160
8.103245845413253,8.982653638073485,160
8.465218276402007,8.524940182664514,160
9.252353041359317,9.735807935341548,160
9.329893115623005,10.790464550347794,160
9.156547723332388,9.184259604797361,160
9.102807336525943,8.842130355071202,160
8.505416171102999,9.181159135815225,160
8.505719024226607,8.786200081364234,160
9.21761763014711,9.777869110321872,160
9.352311127270518,8.860436343588441,160
9.19521971002521,10.102527014156971,160
6.825082662439225,8.911730561106532,160
9.324000625352472,9.284131627038471,160
9.422136120271276,9.281293770500836,160
8.484544768162511,9.659778725198045,160
8.240112832123055,9.2617664271835,160
7.804816988555602,9.566210976190098,160
9.056088935164892,9.607613715582492,160
8.491152303153141,9.180365876294413,160
