mse,mse_test,evals
9.446654817226955,10.060047026380156,117
8.33288775355376,9.472421936735927,117
8.0670514241235,9.951413228823492,117
8.308780290159325,8.872854359981272,117
8.419788244085876,8.420345441216243,117
9.280574156449125,9.791608904481425,117
8.739604595573867,8.531771586976854,117
9.88214061831217,9.882043732252692,117
8.345203783840809,10.254040322262329,117
8.490414287374776,9.561636004800285,117
9.104672093702847,9.664293524563602,117
9.645239339524348,9.731189695881836,117
8.233962750111493,9.401620424794851,117
8.853010985877527,9.381901776686334,117
8.507997164266955,8.978035895039916,117
7.309764189999202,9.25825387321015,117
8.54722149986854,9.626750730709203,117
8.900905442400305,9.55889919272369,117
9.577100115122459,10.177829666850016,117
9.032470599600453,9.690202843641803,117
8.905701110428778,9.468061233204862,117
8.87829543160103,9.837892146972276,117
9.461651217720968,10.107333164896009,117
9.365062036132622,9.256033542954617,117
9.46033842752159,9.129270363889086,117
