mse,mse_test,evals
7.166920764273929,8.88360877469077,160
9.131413670284648,9.957729769990888,160
8.86896416166586,9.693866220845143,160
8.055679050277252,9.310945857021105,160
9.27681897126564,9.917598024050575,160
11.237941136823938,9.761707251397201,160
9.098568064114337,10.054717216905846,160
10.585081795105395,10.401603079213274,160
9.567682313198363,9.956400624205138,160
9.559264419498467,9.659611788481184,160
9.802286851900433,9.389325163695569,160
8.598624463204416,9.593299646529905,160
9.091474472568983,10.13334052417558,160
8.278312892450643,9.404733208282678,160
9.65192122409062,8.613494911465176,160
8.112661994493545,11.008119937623412,160
9.18961749721242,9.23733059658006,160
7.725289442200455,9.310179987037271,160
8.531957977599728,9.146392557797082,160
7.623180297639392,9.98111559578297,160
9.208841979056903,9.801195763934775,160
9.286139241149954,9.957385472427394,160
9.59252478888303,10.066489816933446,160
8.509394199396569,10.41855991411267,160
7.428411714290499,9.75661390732532,160
