mse,mse_test,evals
7.976658867649963,9.419711835410268,160
8.965190475411088,8.925458421732667,160
8.476088876586303,9.18968775351072,160
7.917380403418527,9.446705357071416,160
9.686297133986153,9.83637718696747,160
8.953132908188199,9.41050361561801,160
9.939569813652168,11.074701868449202,160
8.45775483204962,10.336037875377924,160
9.324062941190407,9.982749694616231,160
9.64363048501656,9.430267937296499,160
8.389947648918332,8.898229157137175,160
8.793012922713197,9.370216281337564,160
9.258477535213572,9.518408153148554,160
8.597317649224447,9.211655660898309,160
9.744413548455263,9.533594369074915,160
9.137034197625624,9.76049271356806,160
9.815105494152867,9.781633413300721,160
8.58919915560437,9.49322998512487,160
8.77763907081894,8.278912717794306,160
9.335112224801609,9.46266103116649,160
10.14486573552885,9.105395531890872,160
9.994716368777075,9.291852413247339,160
9.256640446033035,10.186112586910271,160
8.769469377507525,8.720123432021632,160
9.349914371233657,10.236051010454904,160
