mse,mse_test,evals
11.333506026998316,8.847497141077156,198
12.15475548398424,10.761329291917116,198
11.57601755340208,9.592057539767605,198
10.089321313501316,10.067936597179527,198
14.417697724097778,7.956099367026238,198
11.72757204534246,7.554141124694042,198
13.887088121065924,8.457082513548505,198
9.674920172751536,11.112250248285006,198
11.62582951968221,9.974633915058487,198
11.425053927910405,9.615571254426738,198
11.034092018233915,11.295433908879586,198
12.023268714478919,10.168612255289739,198
13.545472536177495,8.384769531733653,198
12.358434185598755,10.53848246164057,198
12.538916825522408,10.625480852095846,198
9.585130825001835,9.835251816144625,198
12.236006390922997,9.493051279591128,198
11.469893218372771,9.160210969058426,198
9.682702864106204,8.403261855410612,198
13.202308082438877,7.017815826612232,198
9.439431145105921,9.141442153172415,198
9.457981093674249,8.96608092278684,198
10.46104487910032,9.518698492507179,198
14.98008403115167,10.440187195310765,198
10.431856146755852,9.054588347465359,198
