mse,mse_test,evals
10.147197556721986,10.946350795642124,162
9.733653108366305,8.51112091885234,162
7.393601009692678,9.142133390785112,162
11.657518731545581,9.856488250734207,162
9.105088057432761,8.93455015861792,162
8.798939259169728,8.252907518662104,162
12.278263011513436,10.766574641646516,162
10.060029148740686,10.112037957312529,162
9.470909236096823,9.129127923781908,162
7.307754329801524,8.870789294126878,162
9.284229342057035,9.552312621153968,162
8.116673695350991,10.077951010051512,162
9.374130306779032,10.140598993502921,162
10.579254882602882,9.421054489021722,162
8.071828615142802,10.270373042012395,162
10.918196385537104,8.948781599061146,162
9.000260392007547,8.578315804537892,162
8.375296573755941,9.22394670523088,162
8.779686298053127,8.61492937087419,162
11.662177490282131,9.47143535924024,162
8.863469245852041,10.137965408581401,162
10.01949515418182,9.869276350638222,162
8.302259084946076,9.532007540353288,162
8.71522826343896,9.166358012062608,162
10.56967823677552,11.409944656417995,162
