loss,test_loss,evals
0.028632907807826995,0.02786635533585213,150
0.028473672738609214,0.025511095940720405,150
0.028270277234415213,0.02605314396452159,150
0.026911123331015308,0.025742305304927868,150
0.026736946287254492,0.025765305858253852,150
0.027128957697500785,0.027769434917147735,150
0.030005152381956578,0.027150858719390818,150
0.02566417518009742,0.024596411023661495,150
0.027324752778125305,0.025577214355627074,150
0.029116203717887403,0.029764152655517684,150
0.028916083856175345,0.026212401207652874,150
0.02789468704909086,0.0248538078637328,150
0.028327882846196493,0.026065780541987625,150
0.028403006577243407,0.026687245765398257,150
0.02801733923734476,0.02474786100994097,150
0.027042735478840767,0.022893157102970872,150
0.02598165772606929,0.02607722418513149,150
0.029952347695827483,0.026757823016121982,150
0.028179236678406595,0.030832345157797682,150
0.027962739632154506,0.023195252526458352,150
0.030222823257247608,0.028322861647419633,150
0.02713716802187264,0.025431669391825562,150
0.029084927616640926,0.026970147838268895,150
0.02857049909606576,0.028342361739557235,150
0.028238692144552865,0.028122380223489018,150
