loss,test_loss,evals
0.029734206196541588,0.027474145099759335,150
0.0278547031202664,0.027420721833524293,150
0.028852756512661774,0.025970332708896603,150
0.03184177997273704,0.03134632911333465,150
0.027804556058098874,0.029601717932370958,150
0.030674830183386802,0.029676221212977544,150
0.029969285782426594,0.02596672079395503,150
0.02909642129143079,0.029945689492597013,150
0.030819016544769207,0.02703015357191325,150
0.02919055795793732,0.028626337149646134,150
0.029023453187818328,0.027976821531972382,150
0.0301634451529632,0.025552631470805498,150
0.029207210548222066,0.028639878484338986,150
0.028063400609108308,0.02642079798869672,150
0.028931170269846915,0.026627018859330564,150
0.030197823928669095,0.026010248611285352,150
0.026985262531787155,0.026614360230544115,150
0.02977054453268647,0.027558129065111278,150
0.02988602877408266,0.02654787778732134,150
0.030185403384268283,0.02384359675948508,150
0.029654474726567667,0.025569788714265452,150
0.031152133238812288,0.026432804170541932,150
0.029569050099700688,0.026243608769204,150
0.03017464281618595,0.03060195173625834,150
0.030003465053935845,0.02868210396543145,150
