loss,test_loss,evals
0.03157153142740329,0.026591453325602924,138
0.028288128949080903,0.026555747573194094,138
0.03010519328340888,0.027115391032677145,138
0.02831336412082116,0.02594039497685153,138
0.029884711476663748,0.028770881791983265,138
0.029657567864283918,0.02687590082786046,138
0.02972304750358065,0.024931910563190468,138
0.030200991496443747,0.02498694127064664,138
0.030626496246705454,0.024850632397271692,138
0.028442020297050476,0.02884917223494849,138
0.02972978549574812,0.027009106243634597,138
0.031104077263424793,0.02761696366656106,138
0.031271633149435124,0.026744384089368394,138
0.029669381752610205,0.028338075158104766,138
0.030350837702552477,0.026290014675445856,138
0.028991198817888895,0.02573831164734438,138
0.029465444733699164,0.02696787674415391,138
0.02778995627661546,0.025018581929802896,138
0.03032504084954659,0.025373658452834933,138
0.02916135381783048,0.027439325152337553,138
0.030743950243418416,0.024934691263805143,138
0.029644936752816042,0.02649058488168521,138
0.030094561874866487,0.027339191837073305,138
0.030842014404634636,0.027376768967392856,138
0.02829480383793513,0.025720181679585948,138
