loss,test_loss,evals
0.03041006736581524,0.025926208242797292,141
0.029795208321884273,0.026575829196861012,141
0.030844980167845884,0.02727604254647158,141
0.02917229953656594,0.02955171943914611,141
0.03218572607139746,0.029065287314751186,141
0.030915453624601165,0.027967070256348234,141
0.029483205725128452,0.027549107438250214,141
0.03115218736231327,0.02847512511187233,141
0.029312016177922486,0.026135847443819513,141
0.029716080393642187,0.026513056509848684,141
0.031442707321296136,0.02793884855811484,141
0.029411469899117946,0.025872409658972174,141
0.030052916592607896,0.026706058080203366,141
0.028133847037951153,0.02585843385362532,141
0.030530804183334113,0.026508314450096805,141
0.03178956215642393,0.028165360468998552,141
0.03168461137451231,0.02644400978286285,141
0.030893122189988693,0.030501089924108236,141
0.030044621567552287,0.027341316100984114,141
0.03198244874551892,0.029113370530353858,141
0.030834412915011246,0.028998407973058055,141
0.02939358020015061,0.02958796382986766,141
0.03089105819227795,0.030570439063874074,141
0.03066663931310177,0.028428591914009302,141
0.030167692651351292,0.026689666191814468,141
