loss,test_loss,evals
0.028957710823044183,0.023941007828339935,150
0.03048670051433146,0.028143534824752715,150
0.03139423791132867,0.028388271080487176,150
0.029363072728117307,0.027418557260511442,150
0.029982298541814088,0.027645296083338326,150
0.030547537927826246,0.028342286396888086,150
0.029242660339611273,0.028244075118680486,150
0.029240891205146908,0.028026035597361623,150
0.032382661301642655,0.030948863894699023,150
0.0346755074330916,0.027970096064943935,150
0.0322557067659994,0.02694454614171409,150
0.03036870870925486,0.026578974448458758,150
0.029422847856457036,0.028116678996605332,150
0.028974053635572393,0.02643519536415115,150
0.030972632585714262,0.03171495203586528,150
0.028951340356220802,0.02781694202487124,150
0.03022087347538521,0.028862342566318692,150
0.02749296978612741,0.026131948427725,150
0.028772107916573683,0.02989786968412227,150
0.0312053390579919,0.02887283086742682,150
0.03290279948525131,0.027235118500958198,150
0.03129373057155559,0.02753899059871328,150
0.03295012453322609,0.02893879349483177,150
0.029007589699079593,0.026330749436598855,150
0.03205596544469396,0.02844171122366097,150
