loss,test_loss,evals
0.032333979744464156,0.02997091595455131,135
0.030450114008039236,0.028372206640325023,135
0.03283801039929191,0.03181212059317768,135
0.02987962013017386,0.028627961363401847,135
0.03150978419991831,0.02980478597874753,135
0.035196728254668415,0.031577356067569784,135
0.0350302532017231,0.027704262300394477,135
0.03395661838228504,0.0311548449457885,135
0.03203682896494865,0.031138370009802747,135
0.033261506613964834,0.026543017219137984,135
0.031763405063500005,0.02654575954101747,135
0.031898013919591905,0.028846556646656245,135
0.03083241170955201,0.02626030003053602,135
0.031510974931841094,0.03178150059903273,135
0.03133328316857417,0.029244374018337113,135
0.032957055350144704,0.029402162204799243,135
0.031912530705798414,0.031362710173165394,135
0.032694429118807114,0.03016096133783576,135
0.03226802246148388,0.03188756398768746,135
0.0318002948363622,0.0270828067489143,135
0.031653478998690844,0.02471949739245174,135
0.0312892196153601,0.028275859606670565,135
0.03288950294752916,0.027136269377591088,135
0.032117291345261034,0.027867879254586295,135
0.03231161667779088,0.029779441471188328,135
