loss,test_loss,evals
0.03294746687759956,0.03177798813729023,150
0.03357205243657033,0.029834458189900034,150
0.03443499502105018,0.029264771321578884,150
0.03424851457029581,0.03374051539741922,150
0.03398109819926322,0.03462257163734466,150
0.03173457415246715,0.034029601892241045,150
0.03284015641889224,0.03492096827748464,150
0.03254314862812559,0.027737309099757114,150
0.03432072212298711,0.031089463256835006,150
0.03342283287085593,0.03313246011475858,150
0.03545204011475046,0.032192550528841096,150
0.03450046977618088,0.032201151070150084,150
0.03229254089606305,0.03060449188890052,150
0.033865488026291135,0.034474775424557444,150
0.033544463950519764,0.029542554233042757,150
0.03350182391703129,0.028182175044517498,150
0.033169760460965335,0.030072968433695495,150
0.03451964060838024,0.031339208200236314,150
0.03105131236774226,0.03351275651484029,150
0.033276361969610056,0.03006297599574318,150
0.032943389903754,0.029032110649882814,150
0.03351515425865849,0.029171905962532038,150
0.03424430301723381,0.028330667568166247,150
0.033546849590415755,0.03197220540442504,150
0.03468097002555927,0.03138424863241962,150
