loss,test_loss,evals
0.14480000000000004,0.155559999961853,170
0.14400000000000002,0.15419999996185307,170
0.14600000000000002,0.15471999996185304,170
0.14439999999999997,0.15443999996185298,170
0.14559999999999995,0.15491999996185302,170
0.1452,0.155679999961853,170
0.1462,0.154679999961853,170
0.14600000000000002,0.15531999996185297,170
0.14480000000000004,0.155239999961853,170
0.14439999999999997,0.15503999996185303,170
0.1452,0.15403999996185302,170
0.1462,0.15443999996185298,170
0.14439999999999997,0.15519999996185307,170
0.1442,0.154359999961853,170
0.1432,0.15459999996185303,170
0.14459999999999995,0.155799999961853,170
0.14480000000000004,0.15527999996185304,170
0.14480000000000004,0.15527999996185304,170
0.1462,0.15447999996185302,170
0.14559999999999995,0.15475999996185308,170
0.14539999999999997,0.15463999996185307,170
0.14559999999999995,0.15447999996185302,170
0.14580000000000004,0.15583999996185305,170
0.14539999999999997,0.15459999996185303,170
0.14480000000000004,0.15443999996185298,170
