loss,test_loss,evals
0.1412,0.14983999999999997,159
0.14380000000000004,0.14648000001907346,159
0.13980000000000004,0.14695999999999998,159
0.14880000000000004,0.158239999961853,159
0.14539999999999997,0.14820000001907352,159
0.1402,0.15416000001907348,159
0.14280000000000004,0.14527999996185303,159
0.1442,0.15015999996185303,159
0.14239999999999997,0.14707999996185306,159
0.14259999999999995,0.15083999996185304,159
0.14280000000000004,0.151359999961853,159
0.14,0.14571999999999996,159
0.14480000000000004,0.15099999996185298,159
0.14139999999999997,0.14636000001907346,159
0.13939999999999997,0.14792000001907346,159
0.14559999999999995,0.14675999998092648,159
0.14339999999999997,0.15051999996185306,159
0.1442,0.14724000001907345,159
0.14339999999999997,0.14868000001907344,159
0.1472,0.14703999996185302,159
0.14339999999999997,0.15544000001907343,159
0.14300000000000002,0.150359999961853,159
0.1422,0.14463999996185306,159
0.14559999999999995,0.14608,159
0.14139999999999997,0.149679999961853,159
