loss,test_loss,evals
0.14900000000000002,0.1518400000190735,170
0.14780000000000004,0.1537200000190735,170
0.15139999999999998,0.15400000003814696,170
0.14859999999999995,0.15243999996185298,170
0.15100000000000002,0.15471999996185304,170
0.14539999999999997,0.15747999998092654,170
0.1492,0.16103999996185303,170
0.1482,0.15080000000000005,170
0.14939999999999998,0.16012000001907345,170
0.14939999999999998,0.16131999996185298,170
0.15200000000000002,0.151679999961853,170
0.14700000000000002,0.15144000001907354,170
0.15100000000000002,0.15464000001907352,170
0.15139999999999998,0.1544000000190735,170
0.14759999999999995,0.1538400000190735,170
0.14439999999999997,0.15271999998092656,170
0.14939999999999998,0.1552800000190735,170
0.1462,0.1524000000190735,170
0.15300000000000002,0.155239999961853,170
0.15039999999999998,0.1545200000190735,170
0.15180000000000005,0.15283999999999998,170
0.14600000000000002,0.154679999961853,170
0.14559999999999995,0.15763999998092648,170
0.14659999999999995,0.15439999996185305,170
0.1492,0.15271999998092656,170
