loss,test_loss,evals
0.14859999999999995,0.152239999961853,144
0.15039999999999998,0.15264,144
0.14259999999999995,0.14712000001907344,144
0.14480000000000004,0.15024000003814697,144
0.14900000000000002,0.15703999998092655,144
0.1462,0.14883999999999997,144
0.14739999999999998,0.14932,144
0.14580000000000004,0.14883999999999997,144
0.14480000000000004,0.15280000001907346,144
0.14559999999999995,0.15119999996185307,144
0.14680000000000004,0.14991999998092653,144
0.14839999999999998,0.16132000000000002,144
0.14959999999999996,0.150679999961853,144
0.14900000000000002,0.151119999961853,144
0.14859999999999995,0.15439999996185305,144
0.1462,0.14940000003814702,144
0.14900000000000002,0.149799999961853,144
0.14359999999999995,0.14656000001907343,144
0.14600000000000002,0.15215999998092655,144
0.13959999999999995,0.1505599999809265,144
0.14580000000000004,0.15095999998092646,144
0.14700000000000002,0.15023999998092652,144
0.1482,0.14992000001907346,144
0.14680000000000004,0.15527999996185304,144
0.14600000000000002,0.14851999998092646,144
