loss,test_loss,evals
0.1462,0.14956000000000003,186
0.14780000000000004,0.150359999961853,186
0.14400000000000002,0.15200000000000002,186
0.14600000000000002,0.149679999961853,186
0.15000000000000002,0.15471999996185304,186
0.1482,0.15280000003814698,186
0.1472,0.15231999996185308,186
0.14539999999999997,0.1492800000190735,186
0.14739999999999998,0.15176000003814694,186
0.14659999999999995,0.15463999996185307,186
0.1442,0.15643999996185298,186
0.14680000000000004,0.14983999999999997,186
0.14559999999999995,0.15791999999999995,186
0.14780000000000004,0.14924000000000004,186
0.14800000000000002,0.151239999961853,186
0.1452,0.15288000000000002,186
0.14480000000000004,0.16064000001907353,186
0.14900000000000002,0.1499600000190735,186
0.1452,0.149799999961853,186
0.14700000000000002,0.14939999996185305,186
0.14759999999999995,0.15039999999999998,186
0.14439999999999997,0.14940000003814702,186
0.14439999999999997,0.14880000001907345,186
0.1442,0.14888000001907353,186
0.1432,0.14831999996185308,186
