loss,test_loss,evals
0.15280000000000005,0.1574000000190735,170
0.15039999999999998,0.15047999999999995,170
0.14700000000000002,0.15156000000000003,170
0.14800000000000002,0.15419999996185307,170
0.15239999999999998,0.15736000001907346,170
0.14139999999999997,0.15380000001907346,170
0.15680000000000005,0.15931999996185298,170
0.15259999999999996,0.15340000003814702,170
0.14780000000000004,0.14915999996185303,170
0.14739999999999998,0.15696,170
0.15100000000000002,0.1616000000190735,170
0.14859999999999995,0.155480000038147,170
0.14300000000000002,0.15432000001907353,170
0.14359999999999995,0.16283999999999998,170
0.15280000000000005,0.15600000003814696,170
0.15100000000000002,0.15376000003814694,170
0.1482,0.1504000000190735,170
0.15080000000000005,0.15832000000000002,170
0.14539999999999997,0.1519600000190735,170
0.14559999999999995,0.155559999961853,170
0.15100000000000002,0.158480000038147,170
0.15339999999999998,0.16219999996185308,170
0.1472,0.158360000038147,170
0.1502,0.15812000001907345,170
0.15280000000000005,0.16291999996185302,170
