loss,test_loss,evals
0.14459999999999995,0.15499999996185299,168
0.14439999999999997,0.15499999996185299,168
0.14459999999999995,0.15471999996185304,168
0.1452,0.155119999961853,168
0.14459999999999995,0.15515999996185303,168
0.14380000000000004,0.15439999996185305,168
0.1452,0.15503999996185303,168
0.14559999999999995,0.15499999996185299,168
0.14439999999999997,0.15459999996185303,168
0.1442,0.15515999996185303,168
0.1442,0.154799999961853,168
0.14439999999999997,0.15451999996185306,168
0.1442,0.15483999996185305,168
0.14580000000000004,0.15431999996185308,168
0.1442,0.15395999996185306,168
0.14539999999999997,0.15419999996185307,168
0.14439999999999997,0.15519999996185307,168
0.14439999999999997,0.15483999996185305,168
0.1442,0.15447999996185302,168
0.1452,0.15463999996185307,168
0.14459999999999995,0.15451999996185306,168
0.14439999999999997,0.15439999996185305,168
0.14500000000000002,0.15515999996185303,168
0.14459999999999995,0.154799999961853,168
0.14439999999999997,0.15483999996185305,168
